Pass_PassID,CaseID,Pass_原文道次,Pass_层号,Pass_层内道号,Pass_焊道功能,Pass_工艺参数库记录ID,Pass_焊接方法,Pass_电流下限_A,Pass_电流上限_A,Pass_推荐_实测电流_A,Pass_电压下限_V,Pass_电压上限_V,Pass_推荐_实测电压_V,Pass_焊速下限_mm_min,Pass_焊速上限_mm_min,Pass_推荐_实测焊速_mm_min,Pass_推荐_实测焊速_cm_min_计算,Pass_送丝速度下限_m_min,Pass_送丝速度上限_m_min,Pass_推荐_实测送丝速度_m_min,Pass_气体流量下限_L_min,Pass_气体流量上限_L_min,Pass_推荐气体流量_L_min,Pass_CTWD下限_mm,Pass_CTWD上限_mm,Pass_推荐CTWD_mm,Pass_热效率η,Pass_热输入_kJ_mm,Pass_热输入来源,Pass_参数性质,Pass_核验状态,Pass_训练准入,Pass_来源说明,Pass_干伸长下限_mm,Pass_干伸长上限_mm,Pass_推荐干伸长_mm,Pass_ExcelRow,Case_案例名称,Case_数据类型,Case_材料牌号,Case_板厚_mm,Case_接头类型,Case_坡口形式,Case_坡口角度_deg,Case_根部间隙_mm,Case_钝边下限_mm,Case_钝边上限_mm,Case_推荐钝边_mm,Case_焊接面数,Case_衬垫类型,Case_焊接位置_原文,Case_焊接方法,Case_ISO4063,Case_焊材牌号,Case_焊丝直径_mm,Case_保护气体,Case_气体流量下限_L_min,Case_气体流量上限_L_min,Case_推荐气体流量_L_min,Case_极性,Case_预热温度_C,Case_层间温度上限_C,Case_总层数,Case_总道数,Case_完整MAG工艺,Case_数据覆盖,Case_核验状态,Case_训练准入,Case_数据可信度,Case_来源名称,Case_来源类型,Case_来源链接,Case_原文定位,Case_备注,Case_坡口角度定义,Case_单边坡口角度_deg,Case_ExcelRow,ObservationID,PassID,PassRole,ContextWeight,RoleBasis,Thickness,RootGap,GrooveAngle,Position,SourceGroup,Approved,Current_SourceValue,Current,Current_Eligible,Current_Reason,Voltage_SourceValue,Voltage,Voltage_Eligible,Voltage_Reason,TravelSpeed_SourceValue,TravelSpeed,TravelSpeed_Eligible,TravelSpeed_Reason,DataClass,ExclusionReason,Material,Process,JointType,InProjectScope,ScopeMissingFields,ScopeMismatchFields,EvidenceLevel_Suggested,EvidenceLevel_Basis,EvidenceLevel_Manual,EvidenceReviewStatus,SourceID,Source,Eligible_Current,EligibilityReason_Current,Eligible_Voltage,EligibilityReason_Voltage,Eligible_TravelSpeed,EligibilityReason_TravelSpeed
P18-04,AH36-18-3G-001,4.1,,,,,MAG 136（源PQR术语FCAW）,,,160.0,,,23.0,,,122.0,12.2,,,,18.0,18.0,18.0,15.0,25.0,,,1.81,原PQR表,PQR实测参数,已核验公开PQR文本,待审核,PQR-02 Rev.00：Pass 4.1。,,,,12,18mm 3G PQR候选Case,PQR公开样例,AH36,18,对接,单V,35.0,6.0,0.0,1.0,,,陶瓷衬垫,3G Uphill,MAG（药芯焊丝；源PQR术语FCAW）,136.0,AWS A5.36 E71T1-C1A0-CS1 / Hyundai SF-71,1.2,C1/CO₂（组成栏建议继续复核）,18.0,18.0,18.0,DCEP,,,5.0,8.0,是,8道完整参数表,已核验公开PQR文本,待审核,中,"PQR-02 Rev.00, AWS D1.1–2020",公开PQR文档（Scribd）,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,PQR-02 Rev.00；Joint Details；Welding Parameters,坡口35°、根开口6 mm、钝边0~1 mm、陶瓷衬垫、DCEP、CTWD 15~25 mm、8道参数可在公开文本中核对；来源并非认证机构官网，训练前仍建议复核原始PQR。,按PQR原文保留35°，角度定义需继续复核,,4,P18-04,P18-04,,1.0,Source role,18.0,6.0,,PF,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,False,160.0,160.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",23.0,23.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",122.0,122.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",Auxiliary,"Missing or ambiguous input: GrooveAngle,PassRole",AH36,MAG 136,Single-V Butt Joint,False,GrooveAngle,Position,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-010,"PQR-02 Rev.00, AWS D1.1–2020",False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training
P18-05,AH36-18-3G-001,4.2,,,,,MAG 136（源PQR术语FCAW）,,,160.0,,,24.0,,,140.0,14.0,,,,18.0,18.0,18.0,15.0,25.0,,,1.65,原PQR表,PQR实测参数,已核验公开PQR文本,待审核,PQR-02 Rev.00：Pass 4.2。,,,,13,18mm 3G PQR候选Case,PQR公开样例,AH36,18,对接,单V,35.0,6.0,0.0,1.0,,,陶瓷衬垫,3G Uphill,MAG（药芯焊丝；源PQR术语FCAW）,136.0,AWS A5.36 E71T1-C1A0-CS1 / Hyundai SF-71,1.2,C1/CO₂（组成栏建议继续复核）,18.0,18.0,18.0,DCEP,,,5.0,8.0,是,8道完整参数表,已核验公开PQR文本,待审核,中,"PQR-02 Rev.00, AWS D1.1–2020",公开PQR文档（Scribd）,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,PQR-02 Rev.00；Joint Details；Welding Parameters,坡口35°、根开口6 mm、钝边0~1 mm、陶瓷衬垫、DCEP、CTWD 15~25 mm、8道参数可在公开文本中核对；来源并非认证机构官网，训练前仍建议复核原始PQR。,按PQR原文保留35°，角度定义需继续复核,,4,P18-05,P18-05,,1.0,Source role,18.0,6.0,,PF,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,False,160.0,160.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",24.0,24.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",140.0,140.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",Auxiliary,"Missing or ambiguous input: GrooveAngle,PassRole",AH36,MAG 136,Single-V Butt Joint,False,GrooveAngle,Position,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-010,"PQR-02 Rev.00, AWS D1.1–2020",False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training
P18-06,AH36-18-3G-001,5.1,,,,,MAG 136（源PQR术语FCAW）,,,165.0,,,24.0,,,140.0,14.0,,,,18.0,18.0,18.0,15.0,25.0,,,1.7,原PQR表,PQR实测参数,已核验公开PQR文本,待审核,PQR-02 Rev.00：Pass 5.1。,,,,14,18mm 3G PQR候选Case,PQR公开样例,AH36,18,对接,单V,35.0,6.0,0.0,1.0,,,陶瓷衬垫,3G Uphill,MAG（药芯焊丝；源PQR术语FCAW）,136.0,AWS A5.36 E71T1-C1A0-CS1 / Hyundai SF-71,1.2,C1/CO₂（组成栏建议继续复核）,18.0,18.0,18.0,DCEP,,,5.0,8.0,是,8道完整参数表,已核验公开PQR文本,待审核,中,"PQR-02 Rev.00, AWS D1.1–2020",公开PQR文档（Scribd）,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,PQR-02 Rev.00；Joint Details；Welding Parameters,坡口35°、根开口6 mm、钝边0~1 mm、陶瓷衬垫、DCEP、CTWD 15~25 mm、8道参数可在公开文本中核对；来源并非认证机构官网，训练前仍建议复核原始PQR。,按PQR原文保留35°，角度定义需继续复核,,4,P18-06,P18-06,,1.0,Source role,18.0,6.0,,PF,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,False,165.0,165.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",24.0,24.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",140.0,140.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",Auxiliary,"Missing or ambiguous input: GrooveAngle,PassRole",AH36,MAG 136,Single-V Butt Joint,False,GrooveAngle,Position,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-010,"PQR-02 Rev.00, AWS D1.1–2020",False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training
P18-07,AH36-18-3G-001,5.2,,,,,MAG 136（源PQR术语FCAW）,,,160.0,,,26.0,,,140.0,14.0,,,,18.0,18.0,18.0,15.0,25.0,,,1.78,原PQR表,PQR实测参数,已核验公开PQR文本,待审核,PQR-02 Rev.00：Pass 5.2。,,,,15,18mm 3G PQR候选Case,PQR公开样例,AH36,18,对接,单V,35.0,6.0,0.0,1.0,,,陶瓷衬垫,3G Uphill,MAG（药芯焊丝；源PQR术语FCAW）,136.0,AWS A5.36 E71T1-C1A0-CS1 / Hyundai SF-71,1.2,C1/CO₂（组成栏建议继续复核）,18.0,18.0,18.0,DCEP,,,5.0,8.0,是,8道完整参数表,已核验公开PQR文本,待审核,中,"PQR-02 Rev.00, AWS D1.1–2020",公开PQR文档（Scribd）,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,PQR-02 Rev.00；Joint Details；Welding Parameters,坡口35°、根开口6 mm、钝边0~1 mm、陶瓷衬垫、DCEP、CTWD 15~25 mm、8道参数可在公开文本中核对；来源并非认证机构官网，训练前仍建议复核原始PQR。,按PQR原文保留35°，角度定义需继续复核,,4,P18-07,P18-07,,1.0,Source role,18.0,6.0,,PF,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,False,160.0,160.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",26.0,26.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",140.0,140.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",Auxiliary,"Missing or ambiguous input: GrooveAngle,PassRole",AH36,MAG 136,Single-V Butt Joint,False,GrooveAngle,Position,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-010,"PQR-02 Rev.00, AWS D1.1–2020",False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training
P18-08,AH36-18-3G-001,5.3,,,,,MAG 136（源PQR术语FCAW）,,,165.0,,,26.0,,,150.0,15.0,,,,18.0,18.0,18.0,15.0,25.0,,,1.72,原PQR表,PQR实测参数,已核验公开PQR文本,待审核,PQR-02 Rev.00：Pass 5.3。,,,,16,18mm 3G PQR候选Case,PQR公开样例,AH36,18,对接,单V,35.0,6.0,0.0,1.0,,,陶瓷衬垫,3G Uphill,MAG（药芯焊丝；源PQR术语FCAW）,136.0,AWS A5.36 E71T1-C1A0-CS1 / Hyundai SF-71,1.2,C1/CO₂（组成栏建议继续复核）,18.0,18.0,18.0,DCEP,,,5.0,8.0,是,8道完整参数表,已核验公开PQR文本,待审核,中,"PQR-02 Rev.00, AWS D1.1–2020",公开PQR文档（Scribd）,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,PQR-02 Rev.00；Joint Details；Welding Parameters,坡口35°、根开口6 mm、钝边0~1 mm、陶瓷衬垫、DCEP、CTWD 15~25 mm、8道参数可在公开文本中核对；来源并非认证机构官网，训练前仍建议复核原始PQR。,按PQR原文保留35°，角度定义需继续复核,,4,P18-08,P18-08,,1.0,Source role,18.0,6.0,,PF,https://www.scribd.com/document/557127516/WPS-AWS-D1-1-template,False,165.0,165.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",26.0,26.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",150.0,150.0,False,"Missing or ambiguous input: GrooveAngle,PassRole",Auxiliary,"Missing or ambiguous input: GrooveAngle,PassRole",AH36,MAG 136,Single-V Butt Joint,False,GrooveAngle,Position,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-010,"PQR-02 Rev.00, AWS D1.1–2020",False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training
P20-SSAW-ROOT,AH36-20-ROOT-SSAW,1,,,打底,,MAG根焊（药芯焊丝）,140.0,140.0,140.0,27.0,27.0,27.0,214.2,214.2,214.2,21.419999999999998,,,,,,,,,,0.8,0.8470588235294118,公式/原文Table 4核对,文献实测参数,已核验原文,否,SciELO Table 4：FCAW root pass；后续为single-wire SAW。,,,,17,20mm单丝SAW方案FCAW根焊参考,同行评议根焊参考,AH36,20,对接,,,,,,,,,,MAG根焊（药芯焊丝）+ 单丝SAW填充,136.0,E71T-1,1.2,100% CO₂,,,,,,250.0,,1.0,否,仅FCAW根焊,已核验原文,否,高,Evaluation of AH36 microalloyed steel welded joint by submerged arc welding process with one and two wires,同行评议论文,https://www.scielo.br/j/mr/a/rq6fgQ6fnNjCDjXvjtmBYHk/?lang=en,Experimental Procedure；Table 4,20 mm AH36；第1道为FCAW，后续为SAW，因此不作为完整FCAW训练Case，仅保留根焊参考。,原文文本未明确坡口角度,,5,P20-SSAW-ROOT,P20-SSAW-ROOT,Root,1.0,Source role,20.0,,,,https://www.scielo.br/j/mr/a/rq6fgQ6fnNjCDjXvjtmBYHk/?lang=en,False,140.0,140.0,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position",27.0,27.0,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position",214.2,214.2,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position",Auxiliary,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position",AH36,Mixed MAG/SAW,,False,"JointType, Position, GrooveAngle, RootGap",Process,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-008,Evaluation of AH36 microalloyed steel welded joint by submerged arc welding process with one and two wires,False,"Missing project scope fields: JointType,Position,GrooveAngle,RootGap; Outside project scope: Process; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: JointType,Position,GrooveAngle,RootGap; Outside project scope: Process; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: JointType,Position,GrooveAngle,RootGap; Outside project scope: Process; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training"
P20-TSAW-ROOT,AH36-20-ROOT-TSAW,1,,,打底,,MAG根焊（药芯焊丝）,140.0,140.0,140.0,27.0,27.0,27.0,205.2,205.2,205.2,20.52,,,,,,,,,,0.8,0.8842105263157896,公式/原文Table 5核对,文献实测参数,已核验原文,否,SciELO Table 5：FCAW root pass；后续为tandem SAW。,,,,18,20mm双丝SAW方案FCAW根焊参考,同行评议根焊参考,AH36,20,对接,,,,,,,,,,MAG根焊（药芯焊丝）+ Tandem SAW填充,136.0,E71T-1,1.2,100% CO₂,,,,,,250.0,,1.0,否,仅FCAW根焊,已核验原文,否,高,Evaluation of AH36 microalloyed steel welded joint by submerged arc welding process with one and two wires,同行评议论文,https://www.scielo.br/j/mr/a/rq6fgQ6fnNjCDjXvjtmBYHk/?lang=en,Experimental Procedure；Table 5,20 mm AH36；第1道为FCAW，后续为Tandem SAW，因此不作为完整FCAW训练Case，仅保留根焊参考。,原文文本未明确坡口角度,,6,P20-TSAW-ROOT,P20-TSAW-ROOT,Root,1.0,Source role,20.0,,,,https://www.scielo.br/j/mr/a/rq6fgQ6fnNjCDjXvjtmBYHk/?lang=en,False,140.0,140.0,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position",27.0,27.0,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position",205.2,205.2,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position",Auxiliary,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position",AH36,Mixed MAG/SAW,,False,"JointType, Position, GrooveAngle, RootGap",Process,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-008,Evaluation of AH36 microalloyed steel welded joint by submerged arc welding process with one and two wires,False,"Missing project scope fields: JointType,Position,GrooveAngle,RootGap; Outside project scope: Process; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: JointType,Position,GrooveAngle,RootGap; Outside project scope: Process; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: JointType,Position,GrooveAngle,RootGap; Outside project scope: Process; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training"
P10-S1,AH36-10-S1-001,S-1,,,,,MAG 136（源文标题称GMAW）,200.0,200.0,200.0,26.0,26.0,26.0,137.0,137.0,137.0,13.7,,,,,,,,,,,1.82,原文Table 1,研究稿实验参数,已核验公开研究稿文本,待审核,ResearchGate公开研究稿 Table 1，S-1；层数/道次/焊接位置未给出。,,,,19,10mm单V S1实验工况,公开研究稿实验Case,AH36,10,对接,单V,60.0,5.0,,,,,,,MAG（药芯焊丝/100% CO₂；源文标题称GMAW）,136.0,Hyundai Supercored 71 / AWS A5.20 E71T-1C,1.2,100% CO₂,,,,,,,,,待核验,S1单工况；层数/道次/位置未给出,已核验公开研究稿文本,待审核,中,Finite Element Analysis of Residual Stresses in Gas Metal Arc Welded AH36 Shipbuilding Steel Joints: A Combined Experimental and Numerical Investigation,ResearchGate公开研究稿,https://www.researchgate.net/publication/412867021_Finite_Element_Analysis_of_Residual_Stresses_in_Gas_Metal_Arc_Welded_AH36_Shipbuilding_Steel_Joints_A_Combined_Experimental_and_Numerical_Investigation,Section 2.1 Base Material and Welding Consumables；Table 1（S-1）,原文明确AH36 10 mm、single V 60°、root gap 5 mm、E71T-1C Ø1.2、100% CO₂及S-1参数；焊接位置、层道信息和正式出版状态仍需继续核验。,总夹角,30.0,7,P10-S1,P10-S1,,1.0,Source role,10.0,5.0,60.0,,https://www.researchgate.net/publication/412867021_Finite_Element_Analysis_of_Residual_Stresses_in_Gas_Metal_Arc_Welded_AH36_Shipbuilding_Steel_Joints_A_Combined_Experimental_and_Numerical_Investigation,False,200.0,200.0,False,"Missing or ambiguous input: Position,PassRole",26.0,26.0,False,"Missing or ambiguous input: Position,PassRole",137.0,137.0,False,"Missing or ambiguous input: Position,PassRole",Auxiliary,"Missing or ambiguous input: Position,PassRole",AH36,MAG 136,Single-V Butt Joint,False,Position,,D,Useful target value exists but one or two required context fields are missing,,Pending,SRC-007,Finite Element Analysis of Residual Stresses in Gas Metal Arc Welded AH36 Shipbuilding Steel Joints: A Combined Experimental and Numerical Investigation,False,Missing project scope fields: Position; Missing or ambiguous PassRole; EvidenceLevel D is not eligible for supervised training,False,Missing project scope fields: Position; Missing or ambiguous PassRole; EvidenceLevel D is not eligible for supervised training,False,Missing project scope fields: Position; Missing or ambiguous PassRole; EvidenceLevel D is not eligible for supervised training
P16-45D-ROOT,AH36-16-45D-001,S2 / Root,1.0,,打底,,MAG 136,180.0,190.0,,21.0,22.0,,80.0,100.0,,,,,,15.0,20.0,,,,,,,,专利工艺范围,已核验专利公开文本,待审核,"CN122625757A [0007]-[0008], [0021]-[0022]：根焊180–190A，21–22V，8–10cm/min，CO₂ 15–20L/min，干伸长10–15mm。",10.0,15.0,,20,16mm 45°斜立对接MAG工艺专利Case,专利工艺Case,AH36,16,对接,V型,,5.0,,,,1.0,CO₂单面陶瓷衬垫,45°斜立对接（向上）,MAG（药芯焊丝/CO₂；按ISO 4063映射为136）,136.0,Φ1.2 mm 71类药芯焊丝,1.2,CO₂,15.0,20.0,,,,,,,是,根焊/填充/盖面参数范围完整；填充层道数随坡口宽度变化,已核验专利公开文本,待审核,中,CN122625757A – Welding method for butt joint at 45° position,专利公开文本（英文索引页）,https://eureka.patsnap.com/patent/CN122625757A,"Description [0005]–[0012], [0017]–[0028]",原文为AH36 300×200×16 mm；根部间隙4–6 mm，本表仅在Case层记录代表值5 mm，同时逐道参数保留原范围；原文写V型坡口单边20°，未自行换算成总夹角。,原文给单边角度,20.0,10,P16-45D-ROOT,P16-45D-ROOT,Root,1.0,Source role,16.0,5.0,,Inclined45Up,https://eureka.patsnap.com/patent/CN122625757A,False,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,Constraint,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,AH36,MAG 136,Single-V Butt Joint,False,GrooveAngle,Position,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-003,CN122625757A – Welding method for butt joint at 45° position,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target
P16-45D-FILL,AH36-16-45D-001,S3 / Fill,,,填充,,MAG 136,200.0,220.0,,23.0,24.0,,,,,,,,,15.0,20.0,,,,,,,,专利工艺范围,已核验专利公开文本,待审核,"CN122625757A [0009]-[0010], [0023]-[0025]：填充200–220A，23–24V；气体流量和干伸长与根焊一致；层/道数依据厚度与坡口宽度确定。",10.0,15.0,,21,16mm 45°斜立对接MAG工艺专利Case,专利工艺Case,AH36,16,对接,V型,,5.0,,,,1.0,CO₂单面陶瓷衬垫,45°斜立对接（向上）,MAG（药芯焊丝/CO₂；按ISO 4063映射为136）,136.0,Φ1.2 mm 71类药芯焊丝,1.2,CO₂,15.0,20.0,,,,,,,是,根焊/填充/盖面参数范围完整；填充层道数随坡口宽度变化,已核验专利公开文本,待审核,中,CN122625757A – Welding method for butt joint at 45° position,专利公开文本（英文索引页）,https://eureka.patsnap.com/patent/CN122625757A,"Description [0005]–[0012], [0017]–[0028]",原文为AH36 300×200×16 mm；根部间隙4–6 mm，本表仅在Case层记录代表值5 mm，同时逐道参数保留原范围；原文写V型坡口单边20°，未自行换算成总夹角。,原文给单边角度,20.0,10,P16-45D-FILL,P16-45D-FILL,Fill,1.0,Source role,16.0,5.0,,Inclined45Up,https://eureka.patsnap.com/patent/CN122625757A,False,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,Constraint,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,AH36,MAG 136,Single-V Butt Joint,False,GrooveAngle,Position,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-003,CN122625757A – Welding method for butt joint at 45° position,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target
P16-45D-CAP,AH36-16-45D-001,S4 / Cap,,,盖面,,MAG 136,190.0,200.0,,22.0,23.0,,70.0,90.0,,,,,,15.0,20.0,,,,,,,,专利工艺范围,已核验专利公开文本,待审核,"CN122625757A [0011]-[0012], [0026]-[0028]：盖面190–200A，22–23V，7–9cm/min；气体流量和干伸长同根焊；坡口宽度>15mm时采用多道盖面。",10.0,15.0,,22,16mm 45°斜立对接MAG工艺专利Case,专利工艺Case,AH36,16,对接,V型,,5.0,,,,1.0,CO₂单面陶瓷衬垫,45°斜立对接（向上）,MAG（药芯焊丝/CO₂；按ISO 4063映射为136）,136.0,Φ1.2 mm 71类药芯焊丝,1.2,CO₂,15.0,20.0,,,,,,,是,根焊/填充/盖面参数范围完整；填充层道数随坡口宽度变化,已核验专利公开文本,待审核,中,CN122625757A – Welding method for butt joint at 45° position,专利公开文本（英文索引页）,https://eureka.patsnap.com/patent/CN122625757A,"Description [0005]–[0012], [0017]–[0028]",原文为AH36 300×200×16 mm；根部间隙4–6 mm，本表仅在Case层记录代表值5 mm，同时逐道参数保留原范围；原文写V型坡口单边20°，未自行换算成总夹角。,原文给单边角度,20.0,10,P16-45D-CAP,P16-45D-CAP,Cap,1.0,Source role,16.0,5.0,,Inclined45Up,https://eureka.patsnap.com/patent/CN122625757A,False,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,,,False,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point; Missing target,Constraint,Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,AH36,MAG 136,Single-V Butt Joint,False,GrooveAngle,Position,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-003,CN122625757A – Welding method for butt joint at 45° position,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target,False,Missing project scope fields: GrooveAngle; Outside project scope: Position; EvidenceLevel E is not eligible for supervised training; Missing or invalid target
